Time(s),A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
1.350,1023.8095,1014.5952,1002.6896,1008.4510,995.8099,1005.8547,1143.4864,1114.8902,1091.0869,1052.3502,1034.1045,1045.7930,1054.4671,1013.9188,995.8547,1049.7910,1062.5078,999.4636,997.6621,1009.7449,1117.6834,1058.8661,999.8964,1184.1860,997.1562,1067.0795,989.9208,1127.6327,1005.9329,1056.1866,1059.5352,1129.3942,1041.3193,1026.1793,1043.4216,1144.7779,984.4142,997.2566,994.3487,1022.3163,980.6778,981.1546,980.3373,295.9678,1125.5067,988.8567,1016.5891,1028.5473,848.9662,1045.6508,969.3430,1003.4605,1033.7846,990.6321,1111.9090,1006.0321,1012.0368,994.0098,1037.7642,1008.3289,1010.1406,987.2978,985.7333,977.7152,1147.0402,1151.7236,1046.5958,996.4997,987.3140,932.8613,898.0083,914.3767,1042.2192,1018.8068,1002.9442,1074.5642,1043.5440,980.0405,990.1613,983.3219,1092.3582,1153.3297,847.5941,999.3320,1000.0000,1000.0698,996.3124,954.3639,880.2777,1095.0893,997.5645,1000.3115,1064.1988,990.7575,1150.0000,788.5579
1.360,1014.8396,1012.3599,1002.3915,1005.1289,998.2812,1045.9490,1135.9924,1106.1535,1084.3575,1047.7758,1036.1052,1094.0394,1039.9036,1008.0178,994.1546,1058.6329,1081.3935,994.5835,998.6425,1004.9278,1106.0947,1053.1926,997.7429,1184.6323,1005.7566,1061.5225,1004.2087,1121.1764,1011.3516,1052.9517,1069.2936,1122.7385,1056.9456,1023.9507,1032.3134,1138.2004,984.0471,1000.3616,987.8736,1023.4177,975.7495,984.9782,1028.3333,284.2566,1118.7354,988.5673,999.9145,1048.1257,856.8244,1043.0357,966.4062,1002.4981,1025.7583,986.9470,1114.1351,1003.5083,998.8827,994.9625,1032.5729,1005.5456,1003.6732,980.1986,981.8420,982.3421,984.9549,1146.4229,989.7825,993.0587,986.2002,935.7212,898.4276,949.7472,1033.2102,1009.1266,1019.7675,1064.5526,1040.9101,970.8970,999.9600,981.9466,1123.5582,1150.4231,844.1547,999.2780,1000.0000,1000.3893,982.1094,955.9553,879.3922,1094.8491,999.9105,996.8559,1065.8703,993.1761,1150.0000,820.8071
1.370,1013.1771,1012.6722,998.0283,995.5934,997.8205,1065.8735,1137.5412,1107.9096,1080.0806,1044.2655,1028.5257,1125.2040,1039.3559,1004.6692,989.6168,1057.7265,1081.4948,991.0280,1013.3588,1019.9654,1105.3364,1051.5362,998.0635,1185.7553,999.4413,1064.7582,1013.7967,1106.9223,996.0299,1046.3029,1043.8808,1119.1850,1040.6035,1022.2521,1044.3381,1116.4309,1001.0277,998.0630,990.7878,1019.9707,971.2805,985.9428,1006.4659,305.7976,1112.7968,984.7314,1025.5882,1041.0399,840.5567,1054.2696,967.1258,1000.4074,1033.6379,985.0076,1103.0151,1011.7140,1011.2869,982.4459,1028.2656,1005.9696,1005.7278,990.3711,993.1304,975.5862,991.9038,1137.2474,940.6232,992.5876,991.3804,940.2979,903.8480,961.9845,1034.6647,1015.8286,1013.0665,1068.2927,1053.3511,977.3695,998.6159,988.2536,1135.4465,1156.3090,846.1529,1006.8054,1000.0000,1000.1856,994.4435,948.5262,884.0230,1102.1712,1000.5932,999.3558,1063.2176,971.2444,1150.0000,774.5634
1.380,1010.2721,1009.9250,1006.4261,1001.7077,996.4078,1084.5880,1134.9618,1108.8227,1077.0023,1041.7936,1023.9551,1145.2434,1040.9978,993.9228,990.0164,1044.6584,1088.8322,995.4047,1040.1816,1014.1697,1110.1382,1044.3200,991.2392,1181.9754,1006.2185,1055.9689,1005.7259,1108.5629,1011.0151,1046.9440,1047.0246,1128.6961,1049.8532,1012.6440,1034.1050,1137.0766,991.9887,1001.9464,997.9407,1019.7822,989.8576,983.7226,970.2486,316.7968,1119.5646,987.2955,993.1435,1025.9577,849.8075,1054.1837,963.3953,1007.7560,1040.3466,984.5510,1120.5873,1010.7096,1013.4280,992.5417,1034.3290,1007.8470,999.9840,989.6677,989.9501,980.2094,982.3524,1142.5731,968.0185,992.8099,981.6496,943.4039,896.4221,1082.9834,1023.4977,1016.2065,1015.6663,1066.8223,1043.5215,973.0312,990.4909,985.2939,1143.9513,1163.4666,840.2272,997.1643,1000.0000,1001.1222,985.1105,952.0575,880.6942,1092.6039,998.9965,999.3095,1072.5418,985.8635,1150.0000,809.5797
1.390,1015.8637,1012.9346,1000.7108,1007.9720,998.4969,1098.3250,1130.8209,1090.4919,1064.4579,1035.9094,1032.0873,1162.7667,1039.2572,1006.6804,996.3187,1042.6767,1092.1534,994.4411,1047.2436,1006.6921,1117.6619,1034.6703,997.3370,1180.3828,999.9686,1043.2323,997.7946,1101.8191,1000.6964,1054.7100,1050.5235,1111.0961,1049.3538,1008.4343,1035.0323,1134.4318,990.2086,998.9258,1002.2122,1013.9048,985.6680,992.5344,1021.1684,301.3027,1116.3240,986.1687,998.0507,1028.6471,846.4359,1047.9703,962.1136,996.6530,1030.4597,978.5756,1109.8842,1012.6728,1016.0827,979.4376,1028.1169,1012.1434,1009.0391,985.3039,982.7934,986.6478,984.4950,1137.1744,1001.0930,987.6815,980.5813,944.3165,899.9321,1021.6984,1024.1735,1008.9432,1003.8025,1067.5472,1052.5416,967.9655,993.6945,981.8985,1151.0971,1157.0661,834.4899,1003.2496,1000.0000,999.4554,981.6059,954.2293,880.8777,1098.0646,999.0530,1002.6520,1076.2877,981.9327,1150.0000,791.9124
1.400,1013.5863,1008.7591,1001.6675,1004.9699,997.9998,1108.1999,1123.2659,1088.6692,1062.1533,1031.7525,1020.2408,1170.5669,1039.2324,994.6882,987.4262,1040.4596,1080.8630,992.6689,1064.0937,1001.7452,1091.7629,1037.3891,995.1254,1176.0775,995.8593,1059.4732,1010.3370,1103.4193,1004.3195,1047.1948,1051.3938,1112.1125,1045.0120,1000.4944,1036.6075,1118.8781,1000.3129,998.8698,996.4075,1011.5818,987.6887,981.0555,998.4162,298.9729,1106.4854,984.1832,1032.0243,1035.0424,850.8276,1045.5724,960.7889,1005.0397,1044.2811,987.8110,1128.0208,1004.9787,1012.1199,986.9898,1041.7207,1002.8333,999.6319,990.0210,983.4885,984.5398,985.4875,1132.1530,1041.0983,991.7594,975.7997,933.8514,908.0260,1055.1107,1014.4027,1008.6491,1009.6691,1069.3776,1050.9909,970.6360,984.0956,982.9763,1154.6350,1153.2988,834.0948,1003.3312,1000.0000,1000.2428,993.1088,952.4141,884.3382,1084.1957,997.5478,998.3480,1068.7738,979.8990,1150.0000,785.7245
1.410,1019.8525,1001.6645,995.2180,997.3477,1001.3321,1116.6727,1121.5113,1084.2439,1065.3260,1035.8080,1019.2329,1182.3254,1040.2500,1004.4479,989.0178,1048.5500,1089.4898,991.8770,1075.1847,1010.3464,1093.1499,1030.6767,1003.6213,1161.3057,1002.6805,1055.4764,1045.4585,1104.3266,1003.6404,1042.3258,1040.7368,1111.0675,1020.5301,1029.5815,1028.7946,1122.0869,987.2686,1000.5618,999.2597,1015.9668,979.9158,990.3225,1006.6210,305.1806,1102.4090,980.0473,1011.1989,1027.9721,847.4036,1050.2021,971.7017,998.9165,1026.2515,971.4866,1120.8074,1009.0890,1000.3415,974.8962,1040.1283,999.6385,1085.0583,992.4068,989.6337,991.3127,981.3787,1137.7110,1024.0197,988.8037,981.8088,937.5242,904.1410,1096.9178,1027.2873,1006.7093,1021.4217,1067.7289,1052.7151,970.5870,995.6004,981.8935,1162.5600,1154.2071,837.1600,1040.5600,1000.0000,1000.3219,995.5554,952.3148,883.7213,1086.4857,999.1661,996.2349,1074.2280,978.5925,1150.0000,813.4652
1.420,1013.4278,1006.4188,998.6760,1000.2014,996.7696,1111.4791,1123.2820,1078.8943,1056.1219,1029.8487,1014.4281,1185.5842,1033.3714,995.4738,984.2202,1050.8863,1083.1120,992.4264,1076.9849,1007.7292,1100.3821,1024.7705,993.5963,1158.2225,1003.0647,1041.8257,1084.8300,1103.1040,1008.3121,1042.6112,1031.2672,1096.3616,1042.6788,1049.0552,1022.4744,1102.8979,995.6810,995.5215,994.0546,1010.6932,987.4575,984.7601,943.1688,298.0514,1102.5402,977.3271,1016.1622,1020.0999,850.7128,1058.9667,965.3150,1007.8326,1029.1281,981.0903,1127.0529,1004.6551,1005.7580,976.9984,1030.4675,1002.3687,1156.2812,994.1910,979.8998,980.6831,984.2054,1131.1685,982.2963,983.7726,989.0241,935.7215,898.2663,1043.4397,1022.5097,1005.7094,1004.1622,1063.9886,1045.8903,966.7713,992.8682,985.3940,1154.6785,1157.8288,844.7477,1070.9286,1000.0000,1001.4755,992.7133,947.3565,887.0395,1095.2288,1000.2437,998.7404,1072.8296,997.1119,1150.0000,795.0794
1.430,1012.9272,1002.1387,1006.3458,1000.4943,999.3991,1114.0375,1117.2686,1080.8973,1056.6737,1028.3221,1019.7816,1186.8755,1045.3218,998.2742,990.4285,1031.3461,1080.5326,998.2265,1081.6566,1004.8256,1090.1989,1035.7043,990.1257,1156.9616,990.6530,1043.9160,1118.7767,1092.2566,1002.3824,1040.2154,1049.2461,1106.6862,1029.1518,1052.1625,1031.4874,1125.7424,978.9603,995.3403,1012.0633,1021.0480,986.4945,978.0864,970.7014,311.6386,1093.9471,983.4590,1033.4500,1036.9178,838.9811,1051.3870,960.4412,998.6932,1030.6430,979.9393,1120.5687,1003.5858,1013.9958,983.4147,1045.7526,1007.5783,1160.0000,987.3676,983.6207,985.4170,985.5403,1122.5885,937.4559,992.3355,989.1589,940.2321,898.5137,1068.5492,1014.4276,1014.3421,1001.9307,1064.8670,1055.3214,971.0105,996.2709,987.7960,1150.1841,1158.4340,839.7679,1089.6407,1000.0000,1001.0774,983.7661,949.9491,886.0527,1089.6048,1001.2871,998.6209,1080.9588,983.2493,1150.0000,800.1414
1.440,1014.5142,997.8803,1000.2113,1003.1805,999.7450,1110.6035,1110.3516,1074.9702,1054.8041,1020.4618,1024.7064,1179.2890,1037.9162,996.2406,984.8841,1044.4176,1071.5075,995.7844,1087.6562,1004.8464,1080.9421,1027.8096,996.3542,1150.8547,1002.1053,1043.8547,1125.3996,1133.8609,1006.9338,1032.8808,1039.0477,1099.5802,1032.4240,1067.9881,1030.1559,1103.5919,984.4213,1000.9166,1000.1875,1010.7974,981.7926,988.1072,925.2487,293.7597,1093.1978,989.2429,1023.4821,1019.9875,844.8227,1048.1235,958.8553,1011.4107,1039.0297,986.7005,1113.1965,1004.6724,1006.7159,1000.6096,1037.2500,1009.2283,1160.0000,984.1488,978.4165,985.6891,992.7756,1134.1285,970.7411,984.0064,987.6207,944.1747,905.4796,972.6473,1016.0469,1001.8843,1001.6767,1057.7902,1043.6407,964.6437,1000.7758,981.4737,1150.2778,1158.1627,834.8261,1108.6022,1000.0000,1000.1037,990.6323,950.5318,887.5471,1086.5258,999.1905,1003.9676,1080.9331,978.2321,1150.0000,800.0296
1.450,1015.8356,1009.4229,998.1397,1005.9591,992.2456,1109.3311,1107.6061,1073.0939,1058.7006,1022.3434,1018.2031,1182.5579,1030.9787,998.4623,988.4581,1043.6336,1065.1102,990.9581,1091.1785,1004.6422,1074.4248,1019.1835,994.2157,1141.9285,999.7385,1049.0103,1140.1759,1165.5140,994.0465,1030.4506,1043.4661,1079.4825,1040.1635,1075.1907,1028.7005,1108.7753,990.4808,1002.8462,1000.9457,1018.7853,980.1124,988.3717,980.7247,307.8813,1084.1699,979.4746,1018.3426,1018.8740,870.4270,1058.6519,960.6306,1044.7999,1043.6011,984.0259,1154.2600,1002.7506,1015.3764,1031.0483,1081.4288,1016.9731,1160.0000,981.4799,992.2833,981.3303,980.7090,1131.4410,1035.3252,988.4671,991.3060,942.7910,896.6755,978.2329,1025.8220,992.8335,1000.9420,1056.9918,1043.2942,973.2214,1033.2055,983.7164,1147.6982,1175.5017,834.0092,1104.9390,1000.0000,1000.0618,986.9136,951.6852,887.4324,1088.8142,998.5953,1000.8218,1083.2097,989.1980,1150.0000,808.9862
1.460,1012.1872,1003.8835,995.4810,1002.2741,1032.2414,1107.9469,1108.5081,1069.1796,1048.4265,1023.1643,1016.0147,1182.7207,1031.1340,989.8805,991.9671,1106.5784,1057.0388,990.7640,1086.1994,1003.9201,1077.5021,1020.4189,995.1045,1136.3422,995.0821,1047.3597,1149.9534,1196.8583,1002.9670,1033.7028,1028.4279,1091.8972,1043.0539,1078.8972,1020.0258,1101.0354,1005.1970,1001.2176,996.5227,1019.3860,985.6983,993.5384,992.6750,309.3457,1084.6477,988.0747,1005.4513,1022.6337,903.1072,1086.2191,1005.1990,1076.6937,1050.4565,1009.1605,1186.8933,1031.8873,1049.2269,1043.3317,1104.7454,1039.5225,1160.0000,987.9949,1019.1874,995.7077,984.9816,1131.2682,1054.2573,1012.9894,981.4817,939.3242,895.3942,1027.7784,1021.4773,1007.2741,1005.6936,1060.4678,1046.1460,960.0218,1053.8391,989.2211,1141.4083,1195.4296,846.4136,1120.9792,1000.0000,1001.9213,980.1453,946.2360,884.5692,1087.6570,999.8524,1004.0433,1083.0663,979.4478,1150.0000,806.8244
1.470,1006.1484,1002.0264,994.2068,992.4881,1068.6030,1105.1873,1097.5136,1073.2882,1051.6842,1023.0138,1049.7066,1168.4677,1031.6920,987.9026,982.6692,1169.6508,1056.7479,992.6468,1076.6159,1008.2758,1086.6255,1014.5037,988.1669,1132.6174,993.9022,1040.6313,1153.1065,1206.2927,1005.7024,1022.2593,1027.1918,1090.2071,1038.6945,1074.9857,1027.2352,1087.1738,995.3866,997.4642,992.0955,1019.9721,985.2372,987.0609,1025.6743,288.8507,1092.3607,978.8350,993.1811,1030.1306,920.8337,1119.7740,1024.3876,1090.2329,1092.1919,1041.0157,1202.2812,1056.9270,1070.8648,1055.9768,1126.5921,1058.7807,1160.0000,981.0274,1030.9773,987.6648,983.0477,1122.2342,1008.4607,1032.5023,987.7713,942.9061,902.4917,1035.2845,1019.5499,1003.9904,1002.2126,1054.8557,1051.9582,963.9133,1067.1139,984.9464,1137.4598,1199.5501,860.9050,1123.0115,1000.0000,1000.3074,1013.6042,947.3840,891.4942,1090.1524,1001.0486,1001.7510,1087.2053,985.6596,1150.0000,782.5099
1.480,1007.1338,1006.4209,995.3465,1000.6976,1093.3350,1102.6374,1091.5805,1068.1431,1043.0869,1027.4954,1110.8861,1172.8138,1035.8165,984.3339,981.3949,1213.6087,1049.9274,995.3823,1083.9574,999.9893,1086.8972,1016.5528,996.5316,1126.4415,1006.1106,1034.6032,1162.5176,1215.1368,993.2953,1031.7539,1034.3710,1090.7783,1016.6922,1080.2104,1035.4771,1096.8512,992.1772,996.9196,997.5188,1017.7598,982.9430,980.7786,1036.4881,287.7659,1084.8905,987.1036,1019.9581,1023.6501,937.7301,1133.4702,1050.5492,1104.8859,1109.6449,1050.9805,1228.0476,1088.0516,1088.9895,1064.9007,1139.4715,1087.6420,1160.0000,994.2487,1051.6674,986.2299,989.5749,1122.1683,967.0673,1060.2371,981.1095,931.7271,899.0185,1051.1930,1015.2545,1001.8843,1004.6989,1054.3072,1050.2681,965.8805,1083.0563,977.7238,1135.1387,1207.9754,867.6305,1115.4155,1000.0000,1000.1658,1039.5052,950.0880,880.7299,1087.8119,1001.5267,998.6037,1087.7371,987.3117,1150.0000,788.7563
1.490,1010.6505,1010.2509,1001.4905,998.5531,1117.5686,1097.6397,1091.0195,1060.0314,1032.4331,1018.2470,1151.1837,1170.0498,1031.2255,987.9137,978.0623,1249.0891,1040.6889,989.0851,1074.9707,998.4007,1061.3418,1018.5132,997.9356,1126.4898,995.9707,1034.1648,1152.6897,1226.2069,988.5844,1026.5477,1031.8960,1069.0620,1027.4564,1073.7107,1015.7123,1069.7297,1005.7284,1009.8894,1008.6433,1021.3876,988.3421,980.5347,1027.4989,297.1536,1078.5879,985.0381,1009.3678,1017.6388,940.7686,1146.2535,1061.7796,1105.5506,1129.3235,1071.4256,1231.8111,1101.4566,1106.6430,1071.4450,1140.3303,1082.9086,1160.0000,1005.9341,1054.8938,981.7240,978.9503,1140.9183,972.1180,1070.6601,975.7982,942.0750,897.9654,1076.8459,1020.4445,994.5880,999.0691,1062.3578,1041.0372,964.2047,1088.4044,978.6617,1124.8366,1213.1228,888.0900,1119.5126,1000.0000,1000.4941,1056.9467,951.0953,891.0439,1081.8796,1000.4342,999.9191,1091.2534,990.9027,1150.0000,787.0653
1.500,1016.1187,1003.0412,989.9973,990.2188,1137.4809,1098.8220,1087.8657,1060.9679,1037.5671,1014.7270,1191.6844,1164.5006,1029.7459,986.7724,987.9060,1273.6888,1039.3273,980.3103,1077.5734,1004.1433,1047.4761,1024.4372,996.0137,1115.2647,988.8084,1029.7886,1147.4649,1229.8637,996.1418,1024.6953,1017.0294,1072.0529,1028.5929,1070.3027,1015.2418,1080.2557,999.2985,1003.2355,1008.2939,1013.2562,980.3225,987.3946,1023.5383,294.7344,1075.3996,980.8684,1036.3518,1013.9631,949.1669,1155.3292,1077.7407,1111.0864,1129.4912,1093.3617,1243.3622,1116.9545,1116.7412,1067.6147,1149.2141,1105.7896,1160.0000,1039.4044,1049.4815,988.9673,988.9838,1172.2815,1012.0892,1077.4895,980.0986,938.6977,894.6712,1006.7003,1013.8164,1001.4421,997.4097,1055.7428,1050.3074,972.2791,1097.4420,982.0256,1125.2995,1209.8554,883.6010,1109.2133,1000.0000,998.7228,1065.6801,951.2676,887.5621,1088.1191,1000.2541,997.4433,1094.7875,977.0964,1150.0000,803.5608
1.510,1011.5189,998.5765,998.1502,987.7976,1145.9858,1089.2670,1083.4872,1060.3811,1029.6282,1014.0209,1212.3994,1162.5072,1033.9204,990.1152,989.8345,1292.2566,1038.4260,990.1803,1065.1294,1001.6928,1067.5445,1007.8857,988.3080,1109.7168,988.4543,1073.6935,1150.1638,1224.9536,1002.7259,1022.2473,1028.5468,1070.1193,1031.5484,1065.6439,1009.7702,1078.7481,1014.9742,1002.9101,1002.0409,1013.4113,981.1992,985.5204,1057.4574,291.9554,1072.7157,977.6028,1017.2695,1033.2621,946.4436,1159.8930,1076.3813,1119.4003,1149.3325,1084.7202,1241.2157,1125.4632,1115.5913,1071.3186,1150.4954,1109.7183,1160.0000,1065.9676,1065.3999,987.5462,981.3219,1191.1080,1040.0814,1074.7757,985.5723,934.2745,899.4722,1021.0911,1020.6615,997.4918,998.1988,1059.5180,1052.2687,960.8721,1098.6269,983.0495,1101.4697,1216.3528,888.6398,1115.3802,1000.0000,1000.5100,1071.0179,948.7686,893.7197,1082.3186,997.7187,997.6748,1094.6613,989.0771,1150.0000,799.6659
1.520,1012.7961,1006.8700,996.8069,992.2631,1149.3544,1092.7236,1070.7068,1051.4633,1032.7068,1008.1723,1225.5975,1153.4877,1034.4298,993.2844,990.2808,1297.6400,1026.1571,988.4187,1074.0072,999.3502,1055.9631,1008.9712,998.5760,1107.1072,997.8392,1109.6185,1150.7492,1230.9443,1005.9184,1036.3194,1022.0697,1065.4217,1013.8803,1061.5435,1016.6190,1072.3049,1013.1271,997.4322,1000.2641,1015.2624,980.6958,982.0738,1043.9431,293.0405,1058.9136,975.9834,1026.9695,1026.2987,949.6463,1156.9220,1082.5523,1115.0222,1150.5866,1098.0171,1250.3016,1130.0488,1119.7701,1068.1496,1147.8075,1112.9102,1160.0000,1071.0094,1062.1939,989.8434,986.7389,1205.9743,1031.3982,1086.4739,990.3767,937.1199,897.9996,1038.9648,1012.3712,1008.7544,998.1032,1054.5455,1046.4620,965.3783,1093.9789,979.7133,1111.8931,1218.5810,878.0449,1110.7828,1000.0000,999.1175,1078.8848,951.7069,890.5829,1081.2311,1004.4130,999.4276,1086.9181,979.0865,1150.0000,798.7410
1.530,1009.4815,999.7302,1000.3026,999.2945,1154.7255,1088.7834,1077.5986,1053.0096,1034.1430,1010.1152,1241.1499,1152.2899,1023.4883,984.9525,988.9273,1309.0378,1028.4396,990.8856,1067.4301,1011.4415,1049.6587,1013.6114,991.1611,1105.7215,989.8601,1131.2362,1137.0452,1208.7223,1000.2928,1024.1410,1026.3866,1073.6525,1028.7227,1054.1596,1008.3289,1081.4204,1016.0729,997.5702,1005.1272,1015.2959,982.8791,987.2260,1084.4203,301.4216,1066.4547,985.0893,1047.0136,1029.7065,957.5467,1164.5864,1086.4841,1125.7208,1144.2390,1100.3335,1248.8599,1134.8502,1122.3770,1071.6727,1153.3824,1109.0943,1160.0000,1086.2011,1064.4174,996.8858,984.3786,1205.2941,972.8088,1079.8752,988.9113,944.6498,903.8947,1056.2994,1005.5461,999.0801,998.7433,1062.6156,1047.7654,959.7967,1095.8531,984.3098,1100.6776,1218.0134,890.9067,1110.4477,1000.0000,1000.4343,1083.0701,951.7335,896.0478,1081.2501,998.4196,997.9590,1100.0563,980.4964,1150.0000,784.3733
1.540,1013.3140,1006.3806,991.3673,992.6052,1149.4510,1083.3839,1064.8370,1042.9723,1030.4870,1009.2901,1248.7546,1147.0726,1028.2085,988.7761,980.9102,1311.2953,1016.6419,993.2873,1066.2360,1003.5665,1059.7215,1010.8862,992.1106,1095.8277,994.2383,1145.7474,1147.2617,1200.4311,1002.5969,1021.7194,1029.2588,1052.9641,1013.1578,1066.9581,1016.0902,1080.0758,1020.3794,1006.0139,996.7979,1025.3803,983.7211,984.5435,1066.5942,285.6736,1057.8450,986.6366,1020.7308,1016.4711,948.3841,1157.6668,1083.7301,1119.3306,1151.7942,1086.8066,1247.1011,1124.6099,1111.5409,1062.8530,1163.4810,1116.8333,1160.0000,1088.1308,1063.1189,986.4398,983.7352,1218.9118,950.9728,1092.6490,991.0822,941.1548,901.4361,973.9632,1018.1234,999.4810,985.7947,1048.4329,1061.0493,980.9319,1095.4943,977.9855,1109.2513,1215.1209,891.8177,1104.9170,1000.0000,1000.0760,1090.9439,950.1671,892.4526,1083.9708,998.9877,1002.0425,1097.0816,981.2209,1150.0000,798.9354
1.550,1013.2214,999.9592,997.6387,999.4205,1152.7720,1077.3316,1067.3382,1044.3040,1025.2616,1004.4835,1245.9057,1145.7317,1017.8629,979.9806,983.5028,1312.3507,1014.4692,984.1250,1051.0572,995.1097,1046.0290,1012.2150,991.9523,1091.1988,983.1252,1152.2084,1131.2253,1191.4176,993.1953,1031.6340,1018.7242,1059.8913,1018.6419,1052.6400,1021.8559,1073.6421,1024.2772,1007.6255,1003.3582,1011.3286,986.6684,988.0592,1079.3496,300.3380,1057.9846,985.4091,1057.5669,1017.9032,956.1500,1157.6592,1073.2551,1119.8376,1149.4361,1097.7113,1249.5774,1134.0484,1116.2665,1062.1070,1154.6535,1102.0445,1160.0000,1084.0532,1056.4702,997.5261,985.8265,1221.4376,978.3563,1087.3329,988.4282,942.1282,901.2824,991.8624,999.3495,1008.0816,989.4235,1054.4232,1060.2316,1004.3417,1093.6841,985.4250,1098.7483,1214.7608,892.1688,1101.7060,1000.0000,998.5686,1084.0832,948.2440,893.4866,1081.8109,1000.3232,999.6467,1103.4255,998.1264,1150.0000,778.7771
1.560,1017.9161,1002.6068,992.2401,1055.3584,1148.5874,1079.0680,1062.2528,1044.1442,1026.6986,1005.4613,1248.4617,1140.4429,1028.4115,985.9298,980.6962,1305.2363,1021.2144,1012.2612,1054.0877,997.7651,1027.5054,1004.7317,994.6040,1093.3867,1031.4197,1156.0956,1136.8697,1191.4095,1001.2387,1023.0499,1021.8018,1045.1094,1015.5779,1040.1339,1012.3626,1068.4899,1023.7983,1002.8647,1008.1413,1018.0709,985.5487,982.6243,1042.3884,304.9585,1058.7293,984.4508,1066.8823,1012.6986,947.5328,1166.3616,1076.3872,1112.8009,1149.4482,1099.4782,1248.8052,1125.5099,1114.6724,1064.3829,1153.3887,1107.3574,1160.0000,1080.9145,1052.8001,996.0342,986.3265,1233.9902,1022.3703,1080.6984,988.0367,936.7455,900.8371,1058.7092,1006.3795,1001.3525,992.3030,1054.6528,1070.3204,1013.4455,1093.4694,979.7167,1097.0565,1214.7764,891.7166,1109.7673,1000.0000,1002.3559,1090.6930,944.4286,890.2967,1078.3878,999.3980,999.9737,1107.2341,1088.2456,1150.0000,797.6973
1.570,1004.5987,999.2113,987.7219,1082.3077,1150.0048,1064.5787,1056.3892,1036.6721,1023.7446,1002.9587,1251.2585,1128.3380,1022.4910,979.7148,985.3261,1306.2261,1020.1134,1033.8420,1053.7001,995.4421,1045.8233,1011.6031,993.1012,1094.6526,1062.4655,1166.1489,1123.6672,1196.2140,990.5369,1016.3785,1020.1237,1067.5575,1033.9693,1044.1624,1009.7188,1068.6224,1019.0443,1001.0076,999.8464,1008.1771,983.9141,991.0956,1054.5290,300.9880,1052.2326,976.9835,1052.5597,1013.2374,942.1257,1159.2520,1073.9149,1111.7245,1145.3363,1095.5904,1243.9631,1128.1662,1115.0378,1048.5753,1147.2409,1094.2226,1160.0000,1087.9886,1060.1242,986.4185,981.7680,1221.2753,1020.3811,1080.6787,989.6418,942.4909,903.7833,933.1979,1002.0362,1003.0545,997.9276,1046.7272,1104.0997,1032.5810,1086.9851,980.5566,1089.3561,1214.4666,883.2201,1098.2592,1000.0000,999.3778,1078.7780,950.5933,900.0950,1074.7604,998.0026,1002.7873,1111.1619,1379.7753,1150.0000,791.9165
1.580,1004.5394,996.4715,1001.3439,1118.2088,1142.1610,1068.8613,1057.9743,1035.6545,1022.8397,1004.5618,1247.5000,1131.9289,1023.8914,983.2509,980.8997,1309.2658,1011.0113,1066.3509,1052.1157,1013.7043,1041.4388,1005.2239,984.3548,1078.6281,1088.6923,1159.5464,1127.7417,1181.8499,997.3999,1013.6218,1015.6860,1056.6112,1011.8125,1036.6597,1008.0325,1053.4314,1005.4676,1001.4791,998.0277,1018.4947,990.8144,984.5240,1063.0893,296.3661,1059.1897,978.4326,1060.5099,1008.2038,935.3285,1156.8805,1067.0214,1115.1339,1149.3295,1096.3574,1235.8734,1120.0006,1108.8481,1055.5319,1150.8282,1103.8517,1160.0000,1081.5343,1061.3174,990.6735,982.6758,1222.7233,1014.3789,1087.3058,995.6141,942.1516,900.4629,1105.5083,998.6269,1000.1902,990.6706,1048.5323,1124.1874,1035.2339,1082.5935,980.7199,1085.4255,1219.7299,886.3771,1105.3307,1000.0000,1001.7500,1079.0485,950.3145,891.5746,1080.6659,1002.5239,997.1208,1111.3460,1486.9835,1143.4972,787.1661
1.590,1007.6800,1001.2632,998.7515,1132.0520,1141.2799,1069.8792,1055.4316,1038.3971,1017.6120,1010.4974,1248.2494,1127.8186,1035.3341,984.9517,984.4139,1292.5684,1009.8154,1077.8532,1058.0051,1001.1265,1034.8480,1006.1124,991.7693,1080.7833,1095.1762,1159.7793,1117.2413,1184.1081,997.8197,1008.6768,1021.5276,1045.2166,1012.0283,1035.7581,1007.8371,1047.5394,1012.7821,999.4969,1001.4060,1019.1701,978.8730,984.7993,1029.7104,289.9521,1044.7793,984.2879,1042.7868,1021.8233,940.2922,1156.1545,1070.6215,1114.9196,1141.2022,1095.2560,1243.5263,1117.9429,1106.5649,1052.7432,1143.0261,1103.9736,1160.0000,1081.3616,1054.0533,988.4264,995.8149,1227.2726,966.4491,1073.3184,987.7661,929.9100,897.1086,1054.9548,1006.3624,1002.9589,989.2160,1049.6150,1136.5689,1039.5453,1076.6200,984.6453,1082.7803,1214.7592,870.7121,1095.1467,1000.0000,1000.0880,1075.6971,954.7195,898.7776,1075.4817,998.3076,1004.5116,1109.5386,1274.6391,1135.2696,783.9589
